Site,Tree,Stage,RipeningStage ,LD65,aD65,bD65,400nm,410nm,420nm,430nm,440nm,450nm,460nm,470nm,480nm,490nm,500nm,510nm,520nm,530nm,540nm,550nm,560nm,570nm,580nm,590nm,600nm,610nm,620nm,630nm,640nm,650nm,660nm,670nm,680nm,690nm,700nm
REPSA,A11,1,G,58.1,-14.93,40.57,4.19,4.61,5.42,6.31,7.02,7.81,8.5,8.81,8.95,9.7,12.34,17.23,23.78,29.04,31.85,32.99,32.63,30.64,28.18,26.55,25.67,24.15,22.32,21.67,20.11,17.17,14.53,11.4,11.84,20.31,36.56
REPSA,A11,1,G,59.81,-16.12,42,4.49,4.92,5.74,6.62,7.36,8.2,8.94,9.25,9.38,10.16,13.07,18.57,25.84,31.53,34.45,35.49,34.93,32.73,30.03,28.24,27.2,25.53,23.56,22.87,21,17.57,14.8,11.56,12.12,21.62,39.29
REPSA,A11,1,G,60.04,-16.94,43.15,4.61,5.08,5.87,6.57,7.12,7.93,8.65,8.89,9.03,9.85,12.81,18.6,26.27,32.17,35.1,36.06,35.41,33.09,30.27,28.34,27.21,25.52,23.48,22.73,20.56,16.83,14.12,10.88,11.49,21.45,39.74
REPSA,A11,1,G,56.3,-11.92,40.09,4.4,4.47,4.87,5.67,6.57,7.3,7.78,8.07,8.2,8.62,10.43,14.34,20.38,25.8,29.15,30.68,30.66,29.09,26.99,25.62,24.88,23.45,21.73,21.12,19.65,16.84,14.31,11.41,11.9,20.04,35.66
REPSA,A11,1,G,57.38,-14.49,40.95,4.42,4.7,5.29,6.03,6.69,7.38,7.97,8.27,8.4,9.02,11.43,16.21,22.79,28.14,31.01,32.15,31.8,29.94,27.57,26.02,25.18,23.6,21.73,21.07,19.63,16.76,13.96,10.78,11.23,19.6,35.28
REPSA,A11,1,G,57.02,-14.06,40.83,4.35,4.43,4.88,5.76,6.66,7.4,7.92,8.2,8.31,8.8,10.75,14.97,21.51,27.38,30.79,32.2,31.88,29.84,27.32,25.68,24.77,23.22,21.41,20.74,19.1,16.15,13.68,10.89,11.41,19.77,36.42
REPSA,A11,1,G,53.31,-16.67,38.35,4.09,4.27,4.7,5.23,5.7,6.28,6.78,6.96,7.06,7.58,9.62,13.77,19.77,24.68,27.18,28.04,27.39,25.11,22.51,20.86,19.97,18.52,16.85,16.25,14.86,12.38,10.33,8.17,8.72,15.66,30.52
REPSA,A11,1,G,57.72,-15.75,41.49,4.54,4.84,5.45,6.13,6.69,7.37,7.93,8.2,8.32,8.95,11.42,16.4,23.37,28.97,31.91,32.99,32.49,30.37,27.73,26.01,25.06,23.37,21.39,20.67,19.04,15.97,13.24,10.23,10.73,19.28,35.88
REPSA,A11,1,G,56.91,-15.06,40.89,4.49,4.78,5.27,5.88,6.51,7.21,7.76,8.01,8.14,8.71,11,15.59,22.17,27.69,30.77,32,31.6,29.53,26.95,25.28,24.35,22.74,20.89,20.21,18.65,15.74,13.14,10.23,10.79,19.03,34.82
REPSA,A11,1,G,55.66,-14.63,40.13,4.5,4.69,5.09,5.66,6.23,6.85,7.36,7.61,7.72,8.26,10.32,14.58,20.85,26.24,29.24,30.44,30.08,28.11,25.64,24.06,23.19,21.63,19.8,19.14,17.72,14.99,12.47,9.72,10.19,18.03,33.81
REPSA,A29,1,G,60.14,-17.44,43.68,5.11,5.77,6.37,6.69,6.99,7.74,8.38,8.64,8.88,9.66,12.61,18.5,26.39,32.45,35.43,36.46,35.77,33.35,30.36,28.33,27.2,25.33,23.13,22.33,20.38,16.77,13.76,10.42,11.03,21.04,40.3
REPSA,A29,1,G,54.49,-16.09,39.23,4.59,4.91,5.35,5.72,6.03,6.51,6.97,7.13,7.24,7.76,9.77,14.07,20.39,25.63,28.38,29.42,28.89,26.68,24.03,22.32,21.39,19.82,18,17.36,15.84,13.06,10.82,8.52,9.04,16.66,33.27
REPSA,A29,1,G,52.09,-16.79,38.09,4.54,4.68,4.95,5.25,5.5,5.87,6.19,6.3,6.39,6.74,8.25,11.88,17.92,23.34,26.31,27.44,26.81,24.33,21.45,19.65,18.69,17.12,15.33,14.71,13.38,10.97,9.05,7.27,7.77,14.31,30.67
REPSA,A29,1,G,53.1,-15.86,38.41,4.6,4.85,5.19,5.5,5.77,6.18,6.55,6.68,6.78,7.2,8.88,12.7,18.75,24.07,26.98,28.11,27.6,25.35,22.68,20.96,20.05,18.48,16.69,16.04,14.64,12.07,9.98,7.93,8.43,15.41,31.74
REPSA,A29,1,G,54.05,-17.32,39.23,4.81,5.12,5.42,5.62,5.82,6.31,6.73,6.86,7.01,7.51,9.48,13.79,20.23,25.6,28.36,29.31,28.62,26.16,23.3,21.46,20.45,18.85,17.04,16.39,14.81,12.05,9.98,7.87,8.43,15.93,32.92
REPSA,A29,1,G,57.84,-14.59,44.06,4.4,4.56,5.01,5.63,6.16,6.75,7.27,7.5,7.61,8.13,10.29,15.07,22.33,28.5,31.92,33.31,33.06,31.13,28.56,26.87,25.97,24.14,21.96,21.19,19.52,16.14,13,9.72,10.26,19.47,38
REPSA,A29,1,G,58.55,-16.65,44.22,4.67,5.08,5.61,6.01,6.32,6.91,7.46,7.69,7.84,8.45,10.88,16.19,23.87,30.15,33.43,34.63,34.1,31.8,28.87,26.89,25.81,23.93,21.71,20.89,19.05,15.59,12.64,9.44,9.94,19.41,38.58
REPSA,A29,1,G,57.37,-17.02,42.11,4.88,5.37,5.83,6.07,6.29,6.91,7.49,7.7,7.87,8.53,11.05,16.25,23.45,29.1,31.92,32.87,32.23,29.95,27.15,25.28,24.24,22.48,20.44,19.69,18.02,14.85,12.11,9.16,9.69,18.37,35.81
REPSA,A29,1,G,56.58,-16.28,40.89,4.87,5.27,5.75,6.12,6.45,7,7.49,7.63,7.76,8.28,10.43,15.06,22.01,27.83,30.95,32.12,31.58,29.26,26.4,24.54,23.51,21.77,19.78,19.06,17.34,14.21,11.72,9.13,9.74,18.13,36.08
REPSA,A29,1,G,52.34,-13.27,38.6,4.38,4.49,4.77,5.14,5.48,5.88,6.21,6.35,6.44,6.78,8.32,11.88,17.59,22.62,25.43,26.58,26.31,24.57,22.41,21.1,20.47,19.04,17.32,16.76,15.39,12.71,10.35,8.02,8.54,16,32.83
REPSA,A24,1,G,52.98,-15.8,36.99,4.56,4.76,5.14,5.61,6.03,6.54,6.97,7.1,7.2,7.62,9.27,12.85,18.63,23.89,26.86,28.02,27.43,25.08,22.36,20.66,19.76,18.25,16.56,15.96,14.69,12.34,10.38,8.4,8.86,15.41,31.5
REPSA,A24,1,G,53.5,-15.03,37.84,4.49,4.7,5.11,5.6,6.03,6.53,6.96,7.13,7.24,7.65,9.31,12.98,18.84,24.1,27.12,28.34,27.9,25.77,23.2,21.56,20.68,19.13,17.34,16.7,15.42,12.94,10.75,8.53,8.96,15.81,31.71
REPSA,A24,1,G,52.78,-15.66,36.95,4.46,4.64,5.06,5.55,5.97,6.47,6.88,7.02,7.12,7.53,9.13,12.66,18.39,23.61,26.58,27.75,27.21,24.92,22.24,20.55,19.64,18.13,16.42,15.8,14.53,12.19,10.21,8.24,8.71,15.24,31.13
REPSA,A24,1,G,50.43,-15.92,36.13,4.47,4.6,4.85,5.13,5.37,5.71,6,6.07,6.15,6.48,7.86,11.06,16.49,21.44,24.29,25.45,24.93,22.64,19.97,18.32,17.43,15.94,14.31,13.74,12.47,10.27,8.54,6.98,7.55,13.73,29.52
REPSA,A24,1,G,53.17,-15.51,37.62,4.55,4.78,5.17,5.59,5.95,6.43,6.84,7,7.09,7.53,9.2,12.91,18.77,24,26.92,28.06,27.54,25.34,22.73,21.06,20.15,18.63,16.88,16.28,14.94,12.42,10.36,8.26,8.69,15.56,31.56
REPSA,A24,1,G,53.85,-15.07,39.17,4.53,4.71,5.05,5.49,5.88,6.35,6.74,6.89,6.99,7.39,9.02,12.75,18.82,24.38,27.61,28.95,28.55,26.4,23.75,22.03,21.11,19.47,17.58,16.92,15.56,12.92,10.61,8.32,8.78,16.06,32.51
REPSA,A24,1,G,53.75,-16.93,37.68,4.6,4.95,5.43,5.81,6.11,6.63,7.07,7.19,7.33,7.83,9.73,13.77,19.95,25.17,27.89,28.87,28.19,25.73,22.9,21.12,20.16,18.61,16.9,16.26,14.77,12.26,10.28,8.28,8.86,15.96,32.33
REPSA,A24,1,G,53.23,-14.57,37.56,4.62,4.89,5.28,5.66,5.98,6.45,6.86,7,7.12,7.56,9.34,13.19,19.06,23.91,26.53,27.59,27.21,25.26,22.91,21.43,20.65,19.18,17.52,16.96,15.6,13.03,10.79,8.53,9.09,16.52,32.32
REPSA,A24,1,G,53.94,-15.35,38.34,4.44,4.58,4.99,5.58,6.11,6.63,7.06,7.24,7.32,7.72,9.37,13.05,19.09,24.65,27.83,29.1,28.59,26.28,23.56,21.85,20.94,19.37,17.59,16.97,15.65,13.16,11.02,8.8,9.25,16.27,32.77
REPSA,A24,1,G,49.54,-15.53,34.77,4.47,4.56,4.78,5.08,5.36,5.7,5.99,6.06,6.13,6.43,7.67,10.63,15.79,20.61,23.36,24.48,23.92,21.62,19.05,17.46,16.62,15.29,13.83,13.31,12.1,10.07,8.58,7.18,7.68,13.57,28.96
REPSA,A29,1,G,53.94,-14.85,40.39,4.44,4.54,4.83,5.24,5.62,6.08,6.45,6.64,6.75,7.1,8.66,12.4,18.62,24.35,27.7,29.13,28.82,26.68,23.98,22.27,21.38,19.72,17.73,17.05,15.79,13.18,10.68,8.18,8.62,16.02,32.91
REPSA,A29,1,G,54.65,-9.71,40.37,4.4,4.51,4.85,5.38,5.92,6.42,6.82,7.04,7.14,7.5,9.15,12.88,18.62,23.66,26.63,28.02,28.22,27.22,25.68,24.79,24.43,23.08,21.25,20.69,19.4,16.4,13.27,9.92,10.47,19.32,36.52
REPSA,A29,1,G,52.08,-15.46,37.77,4.58,4.78,5.04,5.3,5.55,5.94,6.27,6.4,6.51,6.84,8.34,11.89,17.7,22.9,25.83,27,26.53,24.36,21.73,20.08,19.21,17.66,15.88,15.26,14.03,11.66,9.56,7.5,7.98,14.59,30.27
REPSA,A29,1,G,53.94,-12.64,40.08,4.38,4.51,4.82,5.26,5.69,6.17,6.55,6.77,6.88,7.23,8.78,12.47,18.42,23.79,26.92,28.29,28.17,26.54,24.38,23.04,22.36,20.84,18.92,18.3,17.05,14.32,11.6,8.76,9.13,16.87,33.73
REPSA,A29,1,G,50.98,-14.01,36.7,4.42,4.54,4.78,5.11,5.43,5.81,6.1,6.25,6.35,6.64,7.93,11.12,16.5,21.44,24.29,25.5,25.18,23.27,20.91,19.44,18.68,17.26,15.58,15,13.88,11.67,9.61,7.57,7.98,14.34,29.28
REPSA,A29,1,G,54.85,-15.14,40.45,4.48,4.72,5.14,5.56,5.91,6.41,6.82,6.99,7.11,7.54,9.38,13.6,20.08,25.61,28.6,29.8,29.44,27.41,24.83,23.13,22.24,20.62,18.7,18.01,16.44,13.54,11.08,8.49,9.06,17.15,34.39
REPSA,A29,1,G,53.93,-13.63,39.94,4.35,4.48,4.82,5.28,5.75,6.22,6.58,6.77,6.88,7.21,8.78,12.53,18.65,24.12,27.26,28.58,28.33,26.49,24.13,22.66,21.89,20.33,18.45,17.81,16.48,13.74,11.2,8.6,9.09,16.71,33.36
REPSA,A29,1,G,51.89,-14.08,37.42,4.52,4.67,4.92,5.25,5.58,6,6.32,6.46,6.57,6.86,8.21,11.51,17.07,22.25,25.27,26.56,26.24,24.26,21.82,20.3,19.52,18.04,16.29,15.7,14.47,12.05,9.91,7.8,8.27,15.07,31.04
REPSA,A29,1,G,56.15,-15.68,41.21,4.65,4.99,5.44,5.83,6.17,6.71,7.17,7.38,7.53,8.06,10.24,14.92,21.69,27.22,30.12,31.23,30.8,28.7,26.07,24.36,23.44,21.77,19.8,19.1,17.47,14.42,11.83,9.04,9.6,18.18,35.67
REPSA,A29,1,G,53.16,-15.17,38.81,4.47,4.65,5,5.39,5.71,6.13,6.49,6.64,6.75,7.12,8.72,12.48,18.51,23.88,26.85,28.03,27.62,25.56,22.96,21.3,20.41,18.84,17.01,16.35,15.03,12.47,10.22,7.94,8.39,15.45,31.58
REPSA,A1,1,G,53.56,-16.53,37.91,4.97,5.3,5.6,5.76,5.93,6.41,6.85,7.02,7.19,7.71,9.62,13.65,19.69,24.83,27.51,28.5,27.9,25.58,22.84,21.11,20.21,18.67,16.86,16.21,14.94,12.56,10.37,8.12,8.55,15.51,31.39
REPSA,A1,1,G,54.35,-15.89,39.35,4.8,5.12,5.47,5.73,5.95,6.41,6.83,7.03,7.18,7.62,9.4,13.4,19.69,25.26,28.36,29.62,29.12,26.77,23.93,22.18,21.27,19.62,17.7,17.04,15.83,13.38,10.93,8.42,8.78,15.9,32.08
REPSA,A1,1,G,52.88,-12.25,37.97,4.44,4.58,4.93,5.41,5.84,6.26,6.62,6.86,6.98,7.28,8.67,11.9,17.29,22.45,25.71,27.26,27.17,25.43,23.17,21.81,21.13,19.67,17.92,17.31,16.44,14.35,11.82,9.15,9.39,15.91,30.72
REPSA,A1,1,G,47.16,-6.7,32.44,4.35,4.42,4.58,4.85,5.15,5.4,5.58,5.69,5.74,5.93,6.83,8.96,12.69,16.4,18.87,20.12,20.24,19.27,18.12,17.59,17.48,16.82,15.88,15.62,14.68,12.79,11.03,8.86,9.09,15.16,28.81
REPSA,A1,1,G,47.97,-12.44,33.66,4.4,4.44,4.61,4.89,5.16,5.39,5.58,5.69,5.73,5.96,6.98,9.43,13.83,18.24,21.05,22.35,22.15,20.43,18.32,17.01,16.33,15.11,13.72,13.23,12.28,10.44,8.8,7.17,7.62,13.11,26.64
REPSA,A1,1,G,52.92,-14.57,37.98,4.69,4.93,5.21,5.47,5.75,6.2,6.58,6.77,6.92,7.3,8.94,12.59,18.33,23.39,26.32,27.59,27.24,25.17,22.65,21.11,20.32,18.79,17.04,16.44,15.37,13.15,10.83,8.46,8.94,15.78,30.99
REPSA,A1,1,G,52.6,-14.5,36.88,4.47,4.66,5.05,5.51,5.91,6.39,6.79,7.01,7.11,7.5,9.08,12.54,18.06,23.06,25.99,27.24,26.84,24.73,22.23,20.72,19.93,18.46,16.78,16.19,15.17,13.06,10.87,8.59,8.96,15.3,29.91
REPSA,A1,1,G,51.46,-15.88,35.79,4.76,5.03,5.32,5.53,5.74,6.14,6.49,6.62,6.75,7.14,8.72,12.24,17.78,22.61,25.19,26.15,25.59,23.37,20.78,19.18,18.35,16.92,15.28,14.69,13.52,11.39,9.48,7.62,8.16,14.5,29.22
REPSA,A1,1,G,54.09,-16.19,39.04,4.85,5.15,5.45,5.67,5.89,6.36,6.81,6.99,7.12,7.61,9.53,13.66,19.9,25.2,28.04,29.14,28.59,26.31,23.56,21.84,20.93,19.32,17.48,16.81,15.52,13.04,10.71,8.32,8.82,16.15,32.23
REPSA,A1,1,G,54.11,-14.04,39.59,4.53,4.79,5.18,5.54,5.87,6.31,6.68,6.9,7.03,7.42,9.07,12.83,18.84,24.27,27.49,28.96,28.73,26.73,24.19,22.6,21.79,20.18,18.29,17.64,16.5,14.08,11.52,8.84,9.21,16.51,32.6
REPSA,A29,1,G,50.49,-10.75,34.88,4.65,4.63,4.77,5.19,5.71,6.13,6.43,6.59,6.67,6.95,8.05,10.66,15.21,19.71,22.73,24.33,24.46,23.03,21.06,19.83,19.25,17.95,16.36,15.81,14.93,12.93,10.74,8.5,8.71,14.67,28.82
REPSA,A29,1,G,48.69,-3.85,34.62,4.29,4.35,4.57,4.93,5.28,5.52,5.68,5.79,5.84,5.99,6.87,9.19,13.19,16.99,19.32,20.47,20.93,20.8,20.44,20.4,20.54,19.73,18.38,17.96,16.7,14.08,11.67,8.95,9.46,17.31,32.18
REPSA,A29,1,G,48.66,-2.28,33.36,4.47,4.73,5.08,5.36,5.56,5.75,5.9,6.01,6.04,6.19,7.17,9.65,13.52,16.73,18.53,19.54,20.24,20.59,20.69,20.98,21.29,20.46,19.02,18.52,17.31,14.74,12.06,9.13,9.61,17.13,30.64
REPSA,A29,1,G,51.59,-6.1,37.69,4.43,4.67,5,5.31,5.57,5.85,6.07,6.21,6.27,6.49,7.73,10.77,15.71,20.04,22.57,23.76,24.11,23.67,22.94,22.75,22.87,21.76,20.02,19.44,18.23,15.48,12.48,9.3,9.76,17.98,34.08
REPSA,A29,1,G,55.43,-9.24,41.78,4.55,4.85,5.23,5.58,5.9,6.31,6.63,6.89,7.06,7.46,9.27,13.3,19.26,24.35,27.3,28.67,28.91,28.13,26.77,25.91,25.56,24.24,22.39,21.78,20.48,17.56,14.31,10.52,11.07,20.29,36.5
REPSA,A29,1,G,52.93,-0.69,38.19,4.34,4.57,5.05,5.61,6.03,6.35,6.56,6.74,6.78,6.99,8.23,11.27,15.91,19.86,22.15,23.36,24.12,24.69,25.13,25.83,26.53,25.95,24.57,24.14,22.82,19.79,16.41,12.23,12.71,22.47,37.96
REPSA,A29,1,G,51.28,-6.86,37.6,4.29,4.4,4.7,5.13,5.52,5.81,6,6.15,6.21,6.4,7.49,10.19,14.91,19.54,22.55,24.09,24.51,23.86,22.75,22.16,21.97,20.73,19.03,18.46,17.35,14.86,12.14,9.27,9.73,17.3,32.68
REPSA,A29,1,G,52.74,-7.52,38.34,4.44,4.64,5.01,5.46,5.85,6.19,6.42,6.59,6.67,6.9,8.18,11.26,16.37,21.13,24.15,25.64,25.97,25.22,24.03,23.39,23.17,21.97,20.28,19.72,18.44,15.72,12.94,9.89,10.36,18.53,34.48
REPSA,A29,1,G,52.6,-9.5,36.3,4.52,4.93,5.4,5.78,6.09,6.51,6.86,7.09,7.23,7.63,9.39,13.04,18,21.91,24.06,25.05,25.22,24.5,23.29,22.48,22.1,20.92,19.4,18.9,17.99,15.72,12.88,9.75,10.22,17.79,30.52
REPSA,A29,1,G,53.79,-7.12,39.74,4.63,4.98,5.4,5.71,5.93,6.2,6.41,6.59,6.63,6.9,8.42,12.12,17.72,22.38,25.01,26.25,26.57,26.08,25.19,24.73,24.59,23.47,21.85,21.34,19.94,16.98,13.95,10.5,11.17,20.56,35.91
REPSA,A29,3,RY,43.18,5.97,25.11,4.49,4.69,4.95,5.2,5.41,5.6,5.72,5.79,5.82,5.92,6.58,7.99,9.89,11.35,12.21,12.87,13.75,14.85,16.11,17.49,18.64,18.72,18.1,17.98,16.96,14.72,12.51,9.79,10.4,17.88,30.15
REPSA,A29,3,RY,37.06,18.72,17.78,4.17,4.22,4.41,4.72,4.97,5.09,5.11,5.12,5.06,4.99,5.11,5.48,6.08,6.52,6.77,7.03,7.65,8.89,11.02,14.02,17.05,18.64,18.87,19.16,18.51,16.4,13.86,10.68,10.94,18.21,30.83
REPSA,A29,3,RY,38.05,15.43,18.01,4.47,4.66,4.9,5.09,5.21,5.32,5.37,5.4,5.34,5.33,5.57,6.13,6.82,7.3,7.56,7.91,8.66,10.03,12.09,14.6,16.88,17.97,18,18.15,17.34,15.25,13.13,10.31,10.71,17.64,28.22
REPSA,A29,3,RY,39.88,18.48,20.72,4.33,4.52,4.83,5.13,5.32,5.43,5.48,5.51,5.46,5.43,5.72,6.42,7.29,7.9,8.25,8.63,9.38,10.68,12.68,15.51,18.65,20.82,21.85,22.74,22.48,20.58,17.94,14.13,14.43,22.77,34.38
REPSA,A29,3,RY,37,16.45,18.08,4.24,4.31,4.48,4.7,4.86,4.96,4.99,5,4.95,4.91,5.07,5.54,6.25,6.8,7.09,7.35,7.94,9.1,11.11,13.91,16.67,17.89,17.8,17.87,16.78,14.25,11.89,9.1,9.51,17.07,30.73
REPSA,A29,3,RY,53.59,-3.56,37.39,4.63,5.02,5.55,6.02,6.36,6.74,7.02,7.25,7.34,7.62,9.13,12.57,17.36,21.15,23.26,24.43,25.21,25.57,25.55,25.72,25.98,25.06,23.48,22.97,21.71,18.79,15.46,11.5,11.89,21.01,36.24
REPSA,A29,3,RY,52.8,-2.11,38.08,4.59,4.84,5.2,5.61,5.97,6.27,6.48,6.69,6.76,6.96,8.21,11.28,16.06,20.29,22.73,23.89,24.34,24.34,24.3,24.85,25.65,25.16,23.84,23.48,22.28,19.32,15.95,11.98,12.38,21.68,37.76
REPSA,A29,3,RY,42.12,14.35,23.3,4.6,4.89,5.19,5.38,5.5,5.65,5.72,5.79,5.73,5.74,6.21,7.26,8.53,9.38,9.84,10.35,11.33,12.97,15.3,18.17,20.76,21.73,21.38,21.37,20.28,17.65,14.79,11.23,11.66,20.27,34.34
REPSA,A29,3,RY,40.07,8.26,21.42,4.38,4.62,4.87,5.03,5.13,5.27,5.37,5.4,5.37,5.4,5.83,6.85,8.25,9.32,9.92,10.44,11.21,12.23,13.55,15.19,16.72,17.03,16.39,16.25,15.46,13.41,11.09,8.49,8.76,15.21,27.3
REPSA,A29,3,RY,37.25,22.39,18.67,4.17,4.27,4.48,4.71,4.87,4.95,4.97,4.97,4.9,4.82,4.94,5.32,5.81,6.13,6.31,6.58,7.24,8.54,10.85,14.3,18.07,20.39,21.16,21.79,21.26,18.92,15.86,11.96,12.26,20.85,34.68
REPSA,A29,3,RY,47.59,1.03,33.07,4.09,4.32,4.68,5,5.21,5.43,5.59,5.71,5.74,5.89,6.77,8.99,12.37,15.24,16.84,17.77,18.54,19.22,19.87,20.75,21.57,21.16,19.93,19.52,18.26,15.51,12.73,9.47,9.88,18.15,32.64
REPSA,A29,4,R,27.2,18.48,6.28,4.07,4.07,4.05,4.04,4.01,3.98,3.95,3.93,3.9,3.87,3.85,3.82,3.81,3.8,3.79,3.8,3.82,3.93,4.34,5.43,7.29,9.49,11.6,13.42,14.39,14.13,13.13,11.04,11.41,17.14,24.58
REPSA,A29,4,R,33.49,20.63,12.25,4.55,4.75,4.89,4.93,4.92,4.95,4.93,4.86,4.75,4.66,4.64,4.69,4.76,4.83,4.94,5.18,5.78,6.98,8.96,11.57,14.14,15.73,16.3,16.74,16.08,14.29,12.48,10.02,10.43,16.85,26.72
REPSA,A29,4,R,31.04,17.03,9.96,4.25,4.29,4.37,4.47,4.53,4.56,4.55,4.51,4.45,4.41,4.4,4.47,4.57,4.65,4.72,4.86,5.21,5.9,7.1,8.98,11.2,12.72,13.34,13.83,13.41,11.87,10.21,8.17,8.48,13.95,23.9
REPSA,A29,4,R,25.85,11.92,3.36,4.22,4.19,4.14,4.12,4.09,4.08,4.06,4.04,4.02,4.01,3.99,3.97,3.95,3.94,3.94,3.93,3.94,3.97,4.12,4.6,5.61,6.96,8.42,9.83,10.68,10.52,9.76,8.24,8.57,13.34,20.97
REPSA,A29,4,R,26.24,12.54,3.63,4.29,4.26,4.22,4.19,4.17,4.16,4.13,4.1,4.09,4.06,4.05,4.03,4.01,4.01,4,4,4.01,4.06,4.23,4.78,5.88,7.32,8.84,10.26,11.07,10.94,10.24,8.8,9.14,13.69,20.57
REPSA,A29,4,R,30.52,19.9,9.16,4.39,4.46,4.51,4.55,4.54,4.54,4.51,4.45,4.38,4.31,4.26,4.24,4.24,4.25,4.29,4.39,4.66,5.3,6.61,8.74,11.25,13.11,14.08,14.82,14.65,13.24,11.45,9.13,9.43,15.27,25
REPSA,A29,4,R,30.96,21.3,9.27,4.53,4.62,4.68,4.69,4.67,4.65,4.62,4.57,4.5,4.43,4.39,4.36,4.35,4.36,4.4,4.47,4.7,5.26,6.48,8.6,11.29,13.58,15.13,16.31,16.52,15.41,13.72,11.17,11.47,17.54,26.36
REPSA,A29,4,R,27.78,16.31,5.56,4.37,4.35,4.33,4.32,4.3,4.29,4.27,4.24,4.23,4.2,4.19,4.16,4.15,4.14,4.14,4.14,4.16,4.25,4.62,5.61,7.41,9.46,11.31,12.85,13.45,12.85,11.71,9.73,10.08,15.55,23.56
REPSA,A29,4,R,27.1,14.88,4.81,4.24,4.22,4.21,4.23,4.23,4.23,4.19,4.17,4.15,4.12,4.1,4.07,4.05,4.04,4.03,4.03,4.04,4.12,4.44,5.36,7.02,8.89,10.45,11.74,11.98,11.03,9.91,8.18,8.51,13.83,23.33
REPSA,A29,4,R,28.15,17.4,6.17,4.39,4.41,4.39,4.36,4.32,4.3,4.28,4.24,4.19,4.15,4.13,4.1,4.08,4.07,4.07,4.09,4.17,4.4,5.02,6.25,8.05,9.91,11.56,13.01,13.8,13.49,12.49,10.53,10.89,16.19,23.44
REPSA,A29,5,P,26.69,13.99,4.16,4.27,4.25,4.24,4.24,4.22,4.2,4.18,4.15,4.13,4.11,4.09,4.06,4.05,4.04,4.04,4.03,4.04,4.09,4.29,4.93,6.23,7.9,9.61,11.13,12.03,12.01,11.33,10.03,10.68,15.09,20.8
REPSA,A29,5,P,29.47,19.37,7.79,4.39,4.44,4.47,4.48,4.45,4.44,4.41,4.36,4.31,4.26,4.23,4.19,4.17,4.16,4.16,4.19,4.31,4.68,5.67,7.59,10.16,12.27,13.5,14.39,14.13,12.57,10.9,8.7,8.98,15.13,26.16
REPSA,A29,5,P,25.93,12.34,3.36,4.28,4.24,4.19,4.15,4.12,4.11,4.09,4.05,4.04,4.01,4,3.98,3.97,3.96,3.95,3.94,3.95,3.99,4.13,4.58,5.52,6.81,8.38,10.05,11.29,11.5,10.67,8.89,9.44,15.68,24.99
REPSA,A29,5,P,28.54,15.7,6.27,4.5,4.52,4.5,4.46,4.42,4.42,4.38,4.34,4.29,4.27,4.24,4.21,4.2,4.21,4.23,4.28,4.43,4.8,5.58,6.85,8.43,9.87,11.04,12.08,12.46,11.86,10.83,9.07,9.41,14.33,21.13
REPSA,A29,5,P,19.08,3.51,0.24,2.89,2.84,2.79,2.76,2.75,2.75,2.73,2.7,2.7,2.68,2.68,2.66,2.66,2.65,2.64,2.64,2.64,2.65,2.65,2.68,2.74,2.84,3.06,3.41,4.01,4.76,5.41,5.91,7.03,9.12,11.29
REPSA,A29,5,P,25.27,11.31,2.91,4.17,4.12,4.05,4.02,4,3.98,3.96,3.93,3.93,3.91,3.89,3.87,3.86,3.85,3.85,3.85,3.85,3.87,3.97,4.27,4.95,6,7.44,9.06,10.61,11.54,11.6,10.58,11.23,15.69,20.91
REPSA,A29,5,P,21.61,7.59,1.5,3.27,3.25,3.22,3.22,3.2,3.19,3.18,3.15,3.13,3.12,3.11,3.09,3.07,3.06,3.06,3.06,3.05,3.06,3.1,3.23,3.56,4.16,5.03,6,6.88,7.27,7.15,6.44,6.78,9.63,13.72
REPSA,A29,5,P,23.76,1.9,-0.16,4.25,4.19,4.13,4.1,4.07,4.06,4.05,4.02,4.02,3.99,3.99,3.97,3.97,3.96,3.95,3.94,3.95,3.94,3.94,3.95,3.96,4,4.11,4.34,4.86,5.59,6.22,6.43,7.09,9.57,12.99
REPSA,A29,5,P,23.18,3.16,0.25,3.95,3.91,3.87,3.84,3.83,3.82,3.81,3.77,3.79,3.76,3.75,3.74,3.74,3.73,3.72,3.72,3.72,3.72,3.72,3.74,3.77,3.83,4.05,4.49,5.35,6.46,7.29,7.51,8.51,12.59,18.41
REPSA,A29,5,P,25.23,10.26,2.49,4.2,4.17,4.13,4.09,4.07,4.05,4.02,3.99,3.99,3.94,3.92,3.91,3.89,3.88,3.88,3.88,3.89,3.91,4.06,4.41,5.06,5.97,7.16,8.44,9.62,10.37,10.43,9.74,10.3,13.23,16.24
REPSA,A24,4,R,58.4,-12.91,43.77,4.95,5.52,6.05,6.33,6.57,7.01,7.38,7.64,7.79,8.27,10.5,15.53,22.83,28.71,31.91,33.35,33.34,31.81,29.57,28.03,27.24,25.55,23.45,22.72,21.22,18.08,14.74,10.98,11.54,21.1,38.43
REPSA,A24,1,G,55.95,-8.82,41.79,4.47,4.84,5.42,5.92,6.26,6.6,6.87,7.09,7.18,7.47,9.1,13.02,19.2,24.61,27.87,29.49,29.87,29.04,27.58,26.65,26.25,24.8,22.88,22.22,20.92,17.99,14.69,11.02,11.4,20.31,36.93
